Rank,Word,Word in English,Happiness Score,Standard Deviation of Ratings
7473.0,termed,termed,4.94,1.06
7474.0,tes,tes,4.94,1.17
7475.0,testified,testified,4.94,1.48
7476.0,that,that,4.94,0.65
7477.0,those,those,4.94,1.1
7478.0,ti,ti,4.94,0.68
7479.0,tuo,tuo,4.94,0.77
7480.0,una,una,4.94,1.11
7481.0,until,until,4.94,0.71
7482.0,vez,vez,4.94,0.55
7483.0,which,which,4.94,1.02
7484.0,whom,whom,4.94,1.15
7485.0,antes,antes,4.94,1.09
7486.0,bajo,bajo,4.94,0.85
7487.0,dmx,dmx,4.94,1.57
7488.0,dripping,dripping,4.94,1.75
7489.0,han,han,4.94,1.13
7490.0,homeboy,homeboy,4.94,2.22
7491.0,inna,inna,4.94,1.31
7492.0,kon,kon,4.94,1.26
7493.0,questo,questo,4.94,1.18
7494.0,swell,swell,4.94,2.01
7495.0,xi,xi,4.94,1.16
7496.0,youll,youll,4.94,1.01
7497.0,doo,doo,4.94,1.12
7498.0,forma,forma,4.94,1.16
7499.0,marginal,marginal,4.94,1.37
7500.0,nate,nate,4.94,1.36
7501.0,ojos,ojos,4.94,1.87
7502.0,vie,vie,4.94,0.91
7503.0,zie,zie,4.94,1.08
7504.0,fold,fold,4.94,0.82
7505.0,ad,ad,4.92,1.52
7506.0,affect,affect,4.92,1.44
7507.0,agencies,agencies,4.92,1.34
7508.0,ainda,ainda,4.92,0.4
7509.0,alla,alla,4.92,1.32
7510.0,ar,ar,4.92,0.6
7511.0,armies,armies,4.92,1.89
7512.0,atleast,atleast,4.92,0.85
7513.0,au,au,4.92,1.05
7514.0,b6,b6,4.92,0.83
7515.0,bishops,bishops,4.92,1.95
7516.0,bo,bo,4.92,1.07
7517.0,c'est,c'est,4.92,1.24
7518.0,cm,cm,4.92,1.01
7519.0,common,common,4.92,1.26
7520.0,contigo,contigo,4.92,1.29
7521.0,crave,crave,4.92,1.6
7522.0,da,da,4.92,1.12
7523.0,decir,decir,4.92,0.97
7524.0,disclosed,disclosed,4.92,1.03
7525.0,dole,dole,4.92,0.97
7526.0,dom,dom,4.92,0.99
7527.0,economists,economists,4.92,1.48
7528.0,filing,filing,4.92,1.28
7529.0,fl,fl,4.92,1.59
7530.0,fr,fr,4.92,1.07
7531.0,gap,gap,4.92,0.9
7532.0,gerald,gerald,4.92,1.08
7533.0,gorbachev,gorbachev,4.92,1.56
7534.0,hast,hast,4.92,1.34
7535.0,homie,homie,4.92,1.82
7536.0,illinois,illinois,4.92,1.4
7537.0,instead,instead,4.92,0.8
7538.0,interim,interim,4.92,0.88
7539.0,itu,itu,4.92,0.57
7540.0,judge,judge,4.92,1.6
7541.0,lebron,lebron,4.92,1.56
7542.0,marked,marked,4.92,1.29
7543.0,mes,mes,4.92,1.07
7544.0,nato,nato,4.92,1.7
7545.0,ni,ni,4.92,1.1
7546.0,nye,nye,4.92,1.05
7547.0,only,only,4.92,1.16
7548.0,pt,pt,4.92,0.83
7549.0,pushin,pushin,4.92,1.5
7550.0,reais,reais,4.92,0.7
7551.0,representative,representative,4.92,1.52
7552.0,reviewer,reviewer,4.92,1.64
7553.0,ruled,ruled,4.92,1.5
7554.0,sabe,sabe,4.92,1.08
7555.0,shadow,shadow,4.92,1.44
7556.0,strap,strap,4.92,1.16
7557.0,strip,strip,4.92,1.66
7558.0,sua,sua,4.92,0.53
7559.0,suppose,suppose,4.92,1.12
7560.0,task,task,4.92,1.34
7561.0,tenho,tenho,4.92,1.31
7562.0,them,them,4.92,1.12
7563.0,thomas,thomas,4.92,1.32
7564.0,tix,tix,4.92,1.23
7565.0,todos,todos,4.92,1.31
7566.0,trans,trans,4.92,1.26
7567.0,twitpic,twitpic,4.92,1.6
7568.0,une,une,4.92,1.29
7569.0,var,var,4.92,1.16
7570.0,wha,wha,4.92,1.05
7571.0,whenever,whenever,4.92,1.44
7572.0,whether,whether,4.92,0.67
7573.0,wordt,wordt,4.92,1.07
7574.0,x,x,4.92,1.43
7575.0,bist,bist,4.92,0.81
7576.0,dans,dans,4.92,1.13
7577.0,discourse,discourse,4.92,1.38
7578.0,elke,elke,4.92,0.95
7579.0,ey,ey,4.92,1.43
7580.0,kau,kau,4.92,1.4
7581.0,peasant,peasant,4.92,1.99
7582.0,pretending,pretending,4.92,1.57
7583.0,puttin,puttin,4.92,1.08
7584.0,siento,siento,4.92,1.27
7585.0,sola,sola,4.92,1.46
7586.0,spinal,spinal,4.92,1.48
7587.0,ve,ve,4.92,1.02
7588.0,bizarre,bizarre,4.92,1.54
7589.0,weet,weet,4.92,1.09
7590.0,moi,moi,4.91,1.49
7591.0,=d,=d,4.9,1.18
7592.0,al,al,4.9,1.05
7593.0,andy,andy,4.9,1.05
7594.0,at,at,4.9,0.74
7595.0,bis,bis,4.9,0.89
7596.0,bloomberg,bloomberg,4.9,1.52
7597.0,border,border,4.9,1.49
7598.0,brb,brb,4.9,1.18
7599.0,campaigns,campaigns,4.9,1.93
7600.0,charge,charge,4.9,1.31
7601.0,chu,chu,4.9,1.13
7602.0,dig,dig,4.9,1.22
7603.0,dukakis,dukakis,4.9,1.13
7604.0,edwin,edwin,4.9,1.39
7605.0,ela,ela,4.9,1.07
7606.0,eres,eres,4.9,0.86
7607.0,esa,esa,4.9,1.05
7608.0,finance,finance,4.9,1.66
7609.0,fog,fog,4.9,1.89
7610.0,gt,gt,4.9,1.25
7611.0,heute,heute,4.9,1.07
7612.0,hpa,hpa,4.9,1.09
7613.0,ie,ie,4.9,1.13
7614.0,jonas,jonas,4.9,1.78
7615.0,kinda,kinda,4.9,1.28
7616.0,koto,koto,4.9,1.2
7617.0,kt,kt,4.9,1.27
7618.0,law,law,4.9,1.56
7619.0,levin,levin,4.9,0.91
7620.0,lu,lu,4.9,0.65
7621.0,maar,maar,4.9,0.51
7622.0,mack,mack,4.9,1.67
7623.0,melt,melt,4.9,1.13
7624.0,merrill,merrill,4.9,1.11
7625.0,nee,nee,4.9,0.93
7626.0,nh,nh,4.9,0.68
7627.0,obliged,obliged,4.9,1.43
7628.0,ook,ook,4.9,1.46
7629.0,pointed,pointed,4.9,1.05
7630.0,pra,pra,4.9,0.86
7631.0,rental,rental,4.9,1.33
7632.0,sector,sector,4.9,1.23
7633.0,sleepy,sleepy,4.9,1.78
7634.0,sometime,sometime,4.9,1.04
7635.0,soo,soo,4.9,1.17
7636.0,sticks,sticks,4.9,1.4
7637.0,subsidiary,subsidiary,4.9,1.4
7638.0,te,te,4.9,0.91
7639.0,testing,testing,4.9,1.4
7640.0,tiny,tiny,4.9,1.37
7641.0,trey,trey,4.9,1.17
7642.0,uma,uma,4.9,1.18
7643.0,ven,ven,4.9,1.33
7644.0,wer,wer,4.9,0.68
7645.0,xm,xm,4.9,1.18
7646.0,yuh,yuh,4.9,1.34
7647.0,yup,yup,4.9,1.46
7648.0,zo,zo,4.9,0.93
7649.0,deine,deine,4.9,1.49
7650.0,dre,dre,4.9,1.29
7651.0,fi,fi,4.9,1.19
7652.0,kommt,kommt,4.9,0.96
7653.0,macht,macht,4.9,1.01
7654.0,mig,mig,4.9,1.58
7655.0,sono,sono,4.9,1.18
7656.0,static,static,4.9,1.49
7657.0,toi,toi,4.9,1.42
7658.0,vii,vii,4.9,1.25
7659.0,broads,broads,4.9,1.93
7660.0,moe,moe,4.9,1.24
7661.0,liefde,liefde,4.89,1.42
7662.0,aiyyo,aiyyo,4.89,1.32
7663.0,2nd,2nd,4.88,1.55
7664.0,age,age,4.88,1.61
7665.0,ago,ago,4.88,0.94
7666.0,allein,allein,4.88,1.32
7667.0,b4,b4,4.88,1.26
7668.0,billboard,billboard,4.88,1.29
7669.0,black,black,4.88,1.84
7670.0,bt,bt,4.88,0.56
7671.0,causes,causes,4.88,1.27
7672.0,chuck,chuck,4.88,1.39
7673.0,cited,cited,4.88,1.41
7674.0,dass,dass,4.88,1.21
7675.0,dejes,dejes,4.88,0.94
7676.0,dentro,dentro,4.88,0.98
7677.0,der,der,4.88,0.9
7678.0,digg,digg,4.88,1.44
7679.0,drifting,drifting,4.88,1.57
7680.0,du,du,4.88,0.92
7681.0,elderly,elderly,4.88,1.72
7682.0,frost,frost,4.88,1.73
7683.0,guard,guard,4.88,1.62
7684.0,herman,herman,4.88,1.22
7685.0,het,het,4.88,0.69
7686.0,ir,ir,4.88,1.02
7687.0,issued,issued,4.88,1.14
7688.0,it's,it's,4.88,0.8
7689.0,judges,judges,4.88,1.33
7690.0,junto,junto,4.88,1.08
7691.0,lectures,lectures,4.88,1.81
7692.0,lieu,lieu,4.88,0.94
7693.0,mais,mais,4.88,0.77
7694.0,memo,memo,4.88,1.15
7695.0,mg,mg,4.88,0.98
7696.0,mis,mis,4.88,1.1
7697.0,moody's,moody's,4.88,1.14
7698.0,nevertheless,nevertheless,4.88,1.42
7699.0,oil,oil,4.88,1.64
7700.0,operator,operator,4.88,1.57
7701.0,previous,previous,4.88,0.85
7702.0,prior,prior,4.6,0.49
7703.0,re,re,4.88,0.63
7704.0,regulators,regulators,4.88,1.52
7705.0,remarks,remarks,4.88,1.57
7706.0,rt,rt,4.88,1.06
7707.0,scale,scale,5.0,0.0
7708.0,se,se,4.88,1.26
7709.0,sei,sei,4.88,1.02
7710.0,sgt,sgt,4.88,1.06
7711.0,sie,sie,4.88,0.92
7712.0,siegel,siegel,4.88,0.96
7713.0,sp,sp,4.88,0.69
7714.0,st,st,4.88,0.56
7715.0,thang,thang,4.88,1.32
7716.0,toilet,toilet,4.88,1.49
7717.0,tryna,tryna,4.88,1.1
7718.0,ummm,ummm,4.88,0.94
7719.0,veel,veel,4.88,1.27
7720.0,viel,viel,4.88,0.77
7721.0,went,went,4.88,1.45
7722.0,whose,whose,4.88,1.15
7723.0,eg,eg,4.88,1.33
7724.0,igual,igual,4.88,1.13
7725.0,qui,qui,4.88,0.88
7726.0,substitute,substitute,4.88,1.47
7727.0,nous,nous,4.88,1.16
7728.0,senza,senza,4.88,1.3
7729.0,accounting,accounting,4.86,1.54
7730.0,ap,ap,4.86,1.25
7731.0,arnold,arnold,4.86,1.36
7732.0,b-after,b-after,4.86,1.16
7733.0,bb,bb,4.86,0.9
7734.0,bk,bk,4.86,1.39
7735.0,bush,bush,4.86,1.71
7736.0,bustin,bustin,4.86,1.59
7737.0,cia,cia,4.86,1.11
7738.0,circumstances,circumstances,4.86,1.11
7739.0,cont,cont,4.86,0.95
7740.0,cud,cud,4.86,0.86
7741.0,diff,diff,4.86,0.88
7742.0,divisions,divisions,4.86,1.48
7743.0,dus,dus,4.86,1.12
7744.0,echt,echt,4.86,1.18
7745.0,elsewhere,elsewhere,4.86,0.95
7746.0,ft,ft,4.86,0.78
7747.0,gonna,gonna,4.86,1.62
7748.0,haben,haben,4.86,1.37
7749.0,hath,hath,4.86,1.12
7750.0,hong,hong,4.86,0.97
7751.0,how's,how's,4.86,0.95
7752.0,hr,hr,4.86,1.14
7753.0,ira,ira,4.86,1.4
7754.0,ish,ish,4.86,1.28
7755.0,ja,ja,4.86,1.29
7756.0,jst,jst,4.86,0.83
7757.0,knock,knock,4.86,0.95
7758.0,le,le,4.86,0.81
7759.0,mah,mah,4.86,0.93
7760.0,mask,mask,4.86,1.25
7761.0,mehr,mehr,4.86,1.11
7762.0,mijn,mijn,4.86,0.9
7763.0,missy,missy,4.86,1.55
7764.0,nadie,nadie,4.86,1.25
7765.0,nonetheless,nonetheless,4.86,1.01
7766.0,nu,nu,4.86,0.88
7767.0,og,og,4.86,1.18
7768.0,oi,oi,4.86,1.54
7769.0,oo,oo,4.86,1.36
7770.0,ou,ou,4.86,0.97
7771.0,rd,rd,4.86,0.81
7772.0,recuerdo,recuerdo,4.86,1.11
7773.0,ridin,ridin,4.86,1.36
7774.0,sensitive,sensitive,4.86,1.41
7775.0,seo,seo,4.86,1.12
7776.0,shapiro,shapiro,4.86,1.03
7777.0,sm,sm,4.86,0.73
7778.0,smoked,smoked,4.86,1.96
7779.0,sooooo,sooooo,4.86,1.05
7780.0,sr,sr,4.86,1.2
7781.0,staring,staring,4.86,1.28
7782.0,tellin,tellin,4.86,1.31
7783.0,tempted,tempted,4.86,1.73
7784.0,tract,tract,4.86,1.25
7785.0,voor,voor,4.86,0.53
7786.0,vor,vor,4.86,1.07
7787.0,vt,vt,4.86,1.59
7788.0,w,w,4.86,0.95
7789.0,were,were,4.86,1.14
7790.0,wie,wie,4.86,1.37
7791.0,ze,ze,4.86,1.34
7792.0,toch,toch,4.86,1.17
7793.0,askin,askin,4.86,1.24
7794.0,cinta,cinta,4.86,1.37
7795.0,eminem,eminem,4.86,1.97
7796.0,geld,geld,4.86,1.59
7797.0,ibid,ibid,4.86,1.37
7798.0,isn,isn,4.86,0.98
7799.0,kane,kane,4.86,1.15
7800.0,labour,labour,4.86,1.87
7801.0,pienso,pienso,4.86,1.08
7802.0,soc,soc,4.86,1.31
7803.0,miedo,miedo,4.85,1.2
7804.0,tienes,tienes,4.85,1.13
7805.0,explicit,explicit,4.85,1.6
7806.0,abt,abt,4.84,0.98
7807.0,administration,administration,4.84,1.57
7808.0,amo,amo,4.84,1.17
7809.0,an,an,4.84,0.84
7810.0,awhile,awhile,4.84,0.96
7811.0,b,b,4.84,1.25
7812.0,b7,b7,4.84,1.06
7813.0,capitalist,capitalist,4.84,2.34
7814.0,crawl,crawl,4.84,1.6
7815.0,d1,d1,4.84,1.23
7816.0,dam,dam,4.84,1.23
7817.0,dats,dats,4.84,1.25
7818.0,decades,decades,4.84,1.38
7819.0,dem,dem,4.84,1.2
7820.0,desde,desde,4.84,0.68
7821.0,di,di,4.84,1.25
7822.0,en,en,4.84,1.06
7823.0,est,est,4.84,1.06
7824.0,filed,filed,4.84,1.13
7825.0,friedman,friedman,4.84,1.46
7826.0,hab,hab,4.84,0.93
7827.0,harris,harris,4.84,0.89
7828.0,hm,hm,4.84,1.2
7829.0,hows,hows,4.84,1.18
7830.0,ht,ht,4.84,0.55
7831.0,investigating,investigating,4.84,1.17
7832.0,invisible,invisible,4.84,1.71
7833.0,jd,jd,4.84,0.79
7834.0,ka,ka,4.84,0.87
7835.0,ke,ke,4.84,1.0
7836.0,keine,keine,4.84,1.11
7837.0,lo,lo,4.84,1.11
7838.0,maintenance,maintenance,4.84,1.6
7839.0,mar,mar,4.84,1.23
7840.0,mining,mining,4.84,1.54
7841.0,mn,mn,4.84,0.77
7842.0,nao,nao,4.84,1.31
7843.0,need,need,5.0,0.0
7844.0,nt,nt,4.84,0.68
7845.0,o_o,o_o,4.84,1.15
7846.0,oh,oh,4.84,1.08
7847.0,proc,proc,4.84,1.02
7848.0,rates,rates,4.84,1.15
7849.0,reagan,reagan,4.84,1.53
7850.0,sanders,sanders,4.84,1.3
7851.0,secret,secret,4.84,1.61
7852.0,setup,setup,4.84,1.4
7853.0,sharp,sharp,4.84,1.69
7854.0,sih,sih,4.84,0.71
7855.0,sta,sta,4.84,1.08
7856.0,t,t,4.84,0.77
7857.0,temp,temp,4.84,1.42
7858.0,tooth,tooth,4.84,1.42
7859.0,vc,vc,4.84,0.87
7860.0,vernon,vernon,4.84,1.23
7861.0,ward,ward,4.84,1.11
7862.0,duele,duele,4.84,1.03
7863.0,horns,horns,4.84,1.93
7864.0,inevitably,inevitably,4.84,1.53
7865.0,jeg,jeg,4.84,1.16
7866.0,kneel,kneel,4.84,1.39
7867.0,partial,partial,4.84,1.36
7868.0,puedes,puedes,4.84,1.26
7869.0,throwin,throwin,4.84,1.6
7870.0,zeg,zeg,4.84,1.07
7871.0,geen,geen,4.83,1.49
7872.0,louder,louder,4.83,1.55
7873.0,tutto,tutto,4.83,1.08
7874.0,tout,tout,4.83,1.11
7875.0,temptation,temptation,4.83,1.91
7876.0,acho,acho,4.82,0.72
7877.0,addenda,addenda,4.82,1.24
7878.0,administration's,administration's,4.82,1.51
7879.0,altered,altered,4.82,1.35
7880.0,ang,ang,4.82,0.87
7881.0,att,att,4.82,1.1
7882.0,ayer,ayer,4.82,1.12
7883.0,b/c,b/c,4.82,1.32
7884.0,b2,b2,4.82,1.1
7885.0,beard,beard,4.82,1.29
7886.0,cane,cane,4.82,1.79
7887.0,cases,cases,4.82,0.92
7888.0,causing,causing,4.82,1.19
7889.0,che,che,4.82,1.08
7890.0,col,col,4.82,0.98
7891.0,cum,cum,4.82,2.06
7892.0,de,de,4.82,0.85
7893.0,deh,deh,4.82,0.94
7894.0,demi,demi,4.82,0.87
7895.0,doch,doch,4.82,0.8
7896.0,duties,duties,4.82,1.69
7897.0,eso,eso,4.82,1.08
7898.0,examination,examination,4.82,1.52
7899.0,exposure,exposure,4.82,1.52
7900.0,finna,finna,4.82,1.08
7901.0,flipped,flipped,4.82,1.34
7902.0,gm,gm,4.82,1.08
7903.0,hes,hes,4.82,1.12
7904.0,hid,hid,4.82,1.12
7905.0,hoje,hoje,4.82,1.0
7906.0,hood,hood,4.82,1.29
7907.0,impact,impact,4.82,1.32
7908.0,israeli,israeli,4.82,1.75
7909.0,lagi,lagi,4.82,0.92
7910.0,ll,ll,4.82,0.75
7911.0,mideast,mideast,4.82,1.56
7912.0,municipal,municipal,4.82,0.98
7913.0,must,must,4.82,1.44
7914.0,n,n,4.82,1.08
7915.0,ne,ne,4.82,0.56
7916.0,ng,ng,4.82,1.21
7917.0,ot,ot,4.82,1.1
7918.0,over,over,4.82,1.48
7919.0,pst,pst,4.82,1.41
7920.0,quando,quando,4.82,0.96
7921.0,ralph,ralph,4.82,1.44
7922.0,repeated,repeated,4.82,1.17
7923.0,rushing,rushing,4.82,1.47
7924.0,sellin,sellin,4.82,1.45
7925.0,sich,sich,4.82,0.94
7926.0,smell,smell,4.82,1.55
7927.0,ticking,ticking,4.82,1.59
7928.0,tt,tt,4.82,1.21
7929.0,udah,udah,4.82,0.69
7930.0,vegan,vegan,4.82,1.71
7931.0,wah,wah,4.82,1.8
7932.0,warum,warum,4.82,1.34
7933.0,witness,witness,4.82,1.37
7934.0,wut,wut,4.82,1.14
7935.0,assumptions,assumptions,4.82,1.72
7936.0,dawg,dawg,4.82,1.6
7937.0,dro,dro,4.82,1.29
7938.0,gaan,gaan,4.82,1.48
7939.0,nerve,nerve,4.82,1.48
7940.0,scheme,scheme,4.82,1.67
7941.0,sus,sus,4.82,0.99
7942.0,vas,vas,4.82,1.18
7943.0,vein,vein,4.82,1.54
7944.0,werden,werden,4.82,1.32
7945.0,otro,otro,4.81,0.89
7946.0,toda,toda,4.81,1.3
7947.0,detection,detection,4.81,1.28
7948.0,advisory,advisory,4.8,1.2
7949.0,ak,ak,4.8,0.97
7950.0,ao,ao,4.8,0.86
7951.0,apa,apa,4.8,0.78
7952.0,asap,asap,4.8,1.54
7953.0,bankers,bankers,4.8,1.86
7954.0,bij,bij,4.8,0.88
7955.0,bosnia,bosnia,4.8,1.7
7956.0,c1,c1,4.8,0.83
7957.0,cock,cock,4.8,2.0
7958.0,det,det,4.8,0.88
7959.0,dey,dey,4.8,0.76
7960.0,didn,didn,4.8,1.25
7961.0,eds,eds,4.8,1.11
7962.0,el,el,4.8,1.12
7963.0,es,es,4.8,0.78
7964.0,eu,eu,4.8,1.07
7965.0,fa,fa,4.8,0.86
7966.0,giuliani,giuliani,4.8,1.8
7967.0,h,h,4.8,0.88
7968.0,it'd,it'd,4.8,1.07
7969.0,johns,johns,4.8,1.39
7970.0,judy,judy,4.8,1.07
7971.0,kan,kan,4.8,1.14
7972.0,lautner,lautner,4.8,1.26
7973.0,lejos,lejos,4.8,1.12
7974.0,ltd,ltd,4.8,1.11
7975.0,lugar,lugar,4.8,1.32
7976.0,meetings,meetings,4.8,1.54
7977.0,mein,mein,4.8,1.41
7978.0,mental,mental,4.8,1.82
7979.0,naar,naar,4.8,0.81
7980.0,nai,nai,4.8,1.39
7981.0,nd,nd,4.8,0.95
7982.0,nerd,nerd,4.8,1.87
7983.0,nom,nom,4.8,1.37
7984.0,olvidar,olvidar,4.8,1.18
7985.0,one-time,one-time,4.8,1.21
7986.0,orthodox,orthodox,4.8,1.36
7987.0,pataki,pataki,4.8,1.23
7988.0,pe,pe,4.8,0.76
7989.0,proceedings,proceedings,4.8,1.36
7990.0,pussy,pussy,4.8,2.67
7991.0,rehabilitation,rehabilitation,4.8,1.86
7992.0,rep,rep,4.8,1.53
7993.0,sachs,sachs,4.8,1.39
7994.0,slightly,slightly,4.8,0.86
7995.0,superintendent,superintendent,4.8,1.31
7996.0,sur,sur,4.8,1.18
7997.0,versus,versus,4.8,1.23
7998.0,wats,wats,4.8,0.86
7999.0,wen,wen,4.8,1.05
8000.0,what,what,4.8,0.76
8001.0,what's,what's,4.8,0.86
8002.0,whos,whos,4.8,0.67
8003.0,widespread,widespread,4.8,1.14
8004.0,yrs,yrs,4.8,1.12
8005.0,zonder,zonder,4.8,1.29
8006.0,petition,petition,4.8,1.58
8007.0,gimmie,gimmie,4.8,1.58
8008.0,jamais,jamais,4.8,1.49
8009.0,laat,laat,4.8,1.12
8010.0,manos,manos,4.8,1.27
8011.0,niets,niets,4.8,1.35
8012.0,passive,passive,4.8,1.77
8013.0,tous,tous,4.8,1.17
8014.0,mase,mase,4.79,1.15
8015.0,wij,wij,4.79,0.94
8016.0,1/2-bath,1/2-bath,4.78,1.17
8017.0,aja,aja,4.78,0.95
8018.0,asi,asi,4.78,1.06
8019.0,at;t,at;t,4.78,1.07
8020.0,b1,b1,4.78,0.97
8021.0,bc,bc,4.78,0.82
8022.0,belly,belly,4.78,1.46
8023.0,blizzard,blizzard,4.78,2.09
8024.0,ce,ce,4.78,0.89
8025.0,conditions,conditions,4.78,1.47
8026.0,confess,confess,4.78,1.57
8027.0,dann,dann,4.78,1.17
8028.0,des,des,4.78,1.3
8029.0,dha,dha,4.78,1.17
8030.0,difference,difference,4.78,1.18
8031.0,em,em,4.78,1.15
8032.0,ep,ep,4.78,1.2
8033.0,essa,essa,4.78,0.89
8034.0,exit,exit,4.78,1.57
8035.0,fate,fate,4.78,1.27
8036.0,fo,fo,4.78,1.17
8037.0,funk,funk,4.78,1.62
8038.0,gat,gat,4.78,1.46
8039.0,gimme,gimme,4.78,1.28
8040.0,gli,gli,4.78,0.97
8041.0,israel,israel,4.78,1.73
8042.0,je,je,4.78,1.06
8043.0,juss,juss,4.78,0.68
8044.0,kein,kein,4.78,1.0
8045.0,llorar,llorar,4.78,1.43
8046.0,meds,meds,4.78,1.37
8047.0,military,military,4.78,1.75
8048.0,mud,mud,4.78,1.78
8049.0,nasdaq,nasdaq,4.78,1.5
8050.0,nos,nos,4.78,0.93
8051.0,nur,nur,4.78,1.04
8052.0,ohh,ohh,4.78,1.34
8053.0,pena,pena,4.78,1.31
8054.0,r,r,4.78,1.06
8055.0,reserved,reserved,4.78,1.4
8056.0,reversed,reversed,4.78,1.43
8057.0,sigo,sigo,4.78,0.93
8058.0,sooo,sooo,4.78,1.5
8059.0,stakes,stakes,4.78,0.95
8060.0,suddenly,suddenly,4.78,1.31
8061.0,though,though,4.78,1.04
8062.0,throwing,throwing,4.78,1.23
8063.0,tht,tht,4.78,0.82
8064.0,ver,ver,4.78,0.95
8065.0,wallace,wallace,4.78,1.34
8066.0,wel,wel,4.78,0.62
8067.0,wieder,wieder,4.78,0.97
8068.0,witnesses,witnesses,4.78,1.46
8069.0,wud,wud,4.78,1.25
8070.0,tijd,tijd,4.78,1.48
8071.0,unseen,unseen,4.78,1.21
8072.0,ahl,ahl,4.76,1.04
8073.0,aside,aside,4.76,0.92
8074.0,bak,bak,4.76,0.89
8075.0,board,board,4.76,1.52
8076.0,buat,buat,4.76,0.89
8077.0,chilling,chilling,4.76,2.18
8078.0,cnt,cnt,4.76,0.77
8079.0,coz,coz,4.76,1.04
8080.0,dat,dat,4.76,1.2
8081.0,departure,departure,4.76,1.52
8082.0,dolor,dolor,4.76,1.92
8083.0,economics,economics,4.76,1.42
8084.0,else,else,4.76,0.89
8085.0,ese,ese,4.76,1.06
8086.0,essay,essay,4.76,1.66
8087.0,gas,gas,4.76,1.65
8088.0,gd,gd,4.76,0.82
8089.0,governors,governors,4.76,1.55
8090.0,kobe,kobe,4.76,1.79
8091.0,lately,lately,4.76,1.61
8092.0,les,les,4.76,1.2
8093.0,management,management,4.76,1.44
8094.0,min,min,4.76,0.74
8095.0,officials,officials,4.76,1.36
8096.0,ought,ought,4.76,1.25
8097.0,oughta,oughta,4.76,1.29
8098.0,pieces,pieces,4.76,1.27
8099.0,pig,pig,4.76,2.1
8100.0,por,por,4.76,1.02
8101.0,pulled,pulled,4.76,1.15
8102.0,quand,quand,4.76,1.29
8103.0,re-election,re-election,4.76,1.7
8104.0,repair,repair,4.76,1.82
8105.0,report,report,5.0,0.0
8106.0,sa,sa,4.76,0.92
8107.0,sans,sans,4.76,1.2
8108.0,sho,sho,4.76,1.15
8109.0,sinai,sinai,4.76,1.15
8110.0,somewhat,somewhat,4.76,1.33
8111.0,spent,spent,4.76,1.55
8112.0,ta,ta,4.76,1.17
8113.0,targets,targets,4.76,1.48
8114.0,telerate,telerate,4.76,1.24
8115.0,tem,tem,4.76,0.92
8116.0,th,th,4.76,0.92
8117.0,tha,tha,4.76,1.04
8118.0,took,took,4.76,1.02
8119.0,trippin,trippin,4.76,1.8
8120.0,tuh,tuh,4.76,1.19
8121.0,tupac,tupac,4.76,1.78
8122.0,weer,weer,4.76,0.92
8123.0,weiss,weiss,4.76,1.41
8124.0,wenn,wenn,4.76,1.0
8125.0,whats,whats,4.76,0.98
8126.0,wore,wore,4.76,1.36
8127.0,would've,would've,4.76,1.0
8128.0,woulda,woulda,4.76,1.24
8129.0,xd,xd,4.76,1.14
8130.0,af,af,4.76,1.18
8131.0,coulda,coulda,4.76,1.38
8132.0,drift,drift,4.76,1.48
8133.0,goed,goed,4.76,1.01
8134.0,ihr,ihr,4.76,1.05
8135.0,niente,niente,4.76,1.56
8136.0,tek,tek,4.76,1.41
8137.0,sword,sword,4.75,1.86
8138.0,&c,&c,4.74,1.03
8139.0,'em,'em,4.74,0.99
8140.0,admit,admit,4.74,1.27
8141.0,alley,alley,4.74,1.19
8142.0,authority,authority,4.74,1.59
8143.0,b-includes,b-includes,4.74,1.17
8144.0,colo,colo,4.74,1.35
8145.0,corner,corner,4.74,1.35
8146.0,dag,dag,4.74,1.32
8147.0,dah,dah,4.74,1.24
8148.0,dealers,dealers,4.74,1.5
8149.0,depending,depending,4.74,1.55
8150.0,dow,dow,4.74,1.17
8151.0,faz,faz,4.74,0.66
8152.0,fml,fml,4.74,1.27
8153.0,gona,gona,4.74,1.08
8154.0,had,had,4.74,0.88
8155.0,heavily,heavily,4.74,1.12
8156.0,hook,hook,4.74,1.14
8157.0,imma,imma,4.74,1.12
8158.0,judgment,judgment,4.74,1.84
8159.0,licht,licht,4.74,1.27
8160.0,load,load,4.74,1.07
8161.0,long,long,4.74,1.66
8162.0,mines,mines,4.74,1.55
8163.0,minha,minha,4.74,0.99
8164.0,muito,muito,4.74,0.92
8165.0,myspace,myspace,4.74,1.8
8166.0,older,older,4.74,1.78
8167.0,operate,operate,4.74,1.7
8168.0,otherwise,otherwise,4.74,0.83
8169.0,policy,policy,4.74,1.44
8170.0,pull,pull,4.74,1.17
8171.0,quem,quem,4.74,1.27
8172.0,res,res,4.74,1.08
8173.0,resist,resist,4.74,1.6
8174.0,saber,saber,4.74,1.68
8175.0,smaller,smaller,4.74,1.48
8176.0,smh,smh,4.74,0.75
8177.0,than,than,4.74,1.05
8178.0,trials,trials,4.74,1.72
8179.0,yu,yu,4.74,1.47
8180.0,zijn,zijn,4.74,0.63
8181.0,ci,ci,4.73,1.19
8182.0,cling,cling,4.73,1.47
8183.0,niemand,niemand,4.73,1.19
8184.0,possessed,possessed,4.73,1.91
8185.0,refrain,refrain,4.73,1.66
8186.0,thangs,thangs,4.73,1.54
